Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Departamento de Saúde da família DESF
Painel Indicador
Estratégia eSUS- AB
Unidade Geográfica: Munícipio
"Indicador: Proporção de crianças de 1 (um) ano de idade vacinadas na APS contra Difteria, Tétano, Coqueluche, Hepatite B, infecções causadas por haemophilus influenzae tipo b e Poliomielite inativada"
Dados Preliminares:
Considerado apenas (eSF e eAP) válidas para o componente de desempenho
Dados sujeitos à alteração


UF;IBGE;Munícipio;Numerador;Denominador Utilizado;2022 Q1 (%);Denominador Identificado;Denominador Estimado;Cadastro;Base Externa;Percentual;População;
MG;312090;CURVELO;205;252;81;252;216;65150;267;117;80616;
MT;510025;ALTA FLORESTA;205;256;80;256;290;54385;277;88;51959;
RO;110028;ROLIM DE MOURA;205;286;72;235;286;60116;264;82;55407;
BA;290600;CAMPO FORMOSO;205;295;69;295;264;57342;329;112;71487;
PB;250630;GUARABIRA;206;267;77;267;253;58540;255;106;59115;
MT;510263;CAMPO NOVO DO PARECIS;207;248;83;248;247;38511;232;100;36143;
ES;320060;ARACRUZ;207;360;58;278;360;86850;427;77;103101;
CE;230760;LIMOEIRO DO NORTE;208;224;93;224;228;60450;226;98;59890;
BA;291560;ITAMARAJU;208;266;78;266;228;55366;265;117;64455;
RS;431720;SANTA ROSA;208;316;66;316;317;73993;315;100;73575;
PE;261070;PAULISTA;208;552;38;552;589;160817;1224;94;334376;
BA;290840;CONCEIÇÃO DO COITÉ;209;304;69;304;280;59451;316;109;67013;
AM;130120;COARI;209;347;60;347;385;63685;519;90;85910;
AL;270770;RIO LARGO;209;427;49;427;479;88888;406;89;75394;
RR;140002;AMAJARI;21;101;21;60;101;11595;115;59;13185;
SE;280560;PORTO DA FOLHA;21;118;18;118;105;26399;114;112;28693;
MA;210850;PINDARÉ-MIRIM;21;122;17;122;140;29777;155;87;33065;
BA;292860;SANTO AMARO;21;125;17;95;125;43274;173;76;60131;
SP;355020;SÃO MIGUEL ARCANJO;21;133;16;111;133;36100;122;83;33002;
BA;291400;IPIRÁ;21;141;15;66;141;35426;236;47;59435;
SC;420545;FORQUILHINHA;21;161;13;161;145;31230;126;111;27211;
RS;430050;ALPESTRE;21;21;100;21;13;8175;10;162;6067;
SP;350180;AMÉRICO DE CAMPOS;21;21;100;21;15;6981;13;140;5981;
MG;312733;GAMELEIRAS;21;21;100;21;17;5679;15;124;5096;
PR;411900;PÉROLA D'OESTE;21;21;100;21;18;6800;17;117;6288;
RS;431170;MACHADINHO;21;21;100;21;24;6538;20;88;5427;
TO;172093;TAIPAS DO TOCANTINS;21;21;100;21;4;2329;4;525;2166;
MG;311630;CIPOTÂNEA;21;22;95;22;11;6744;11;200;6799;
RS;430720;ERVAL GRANDE;21;22;95;22;12;5821;10;183;4819;
RN;240760;MESSIAS TARGINO;21;22;95;22;14;5017;13;157;4634;
PR;411585;MERCEDES;21;22;95;22;18;6733;15;122;5577;
PB;250415;CASSERENGUE;21;22;95;22;23;7768;22;96;7499;
MS;500627;PARAÍSO DAS ÁGUAS;21;22;95;22;8;3967;12;275;5654;
PB;250550;VISTA SERRANA;21;22;95;22;8;4264;7;275;3824;
MG;315213;PONTO CHIQUE;21;23;91;23;11;3889;12;209;4283;
RS;432055;SERTÃO SANTANA;21;23;91;23;11;5456;13;209;6537;
PR;410657;CRUZEIRO DO IGUAÇU;21;23;91;23;16;6050;11;144;4240;
MG;312250;DOM CAVATI;21;23;91;23;17;5972;14;135;5048;
GO;521910;SANTA BÁRBARA DE GOIÁS;21;23;91;23;23;6362;24;100;6634;
TO;171270;MATEIROS;21;23;91;23;7;3186;6;329;2729;
GO;520940;GUARANI DE GOIÁS;21;24;88;24;10;4772;8;240;3846;
TO;171840;PRESIDENTE KENNEDY;21;24;88;24;11;3514;11;218;3676;
MG;311890;CORDISBURGO;21;24;88;24;12;7260;15;200;8897;
MT;510627;NOVO HORIZONTE DO NORTE;21;24;88;24;13;4077;13;185;4051;
GO;521805;PORTEIRÃO;21;24;88;24;14;4873;11;171;3931;
MG;313530;JAPARAÍBA;21;24;88;24;15;5093;13;160;4384;
PR;411550;MARUMBI;21;24;88;24;16;5066;15;150;4677;
SC;420080;ANCHIETA;21;24;88;24;16;6469;14;150;5557;
RS;430430;CÂNDIDO GODÓI;21;24;88;24;18;7087;16;133;6151;
PI;220196;BRASILEIRA;21;24;88;24;18;8847;17;133;8347;
MG;310650;BERILO;21;24;88;24;20;10321;23;120;11872;
MG;316530;SÃO VICENTE DE MINAS;21;24;88;24;20;7778;20;120;7815;
PE;260710;INGAZEIRA;21;24;88;24;21;5539;17;114;4543;
PR;412175;RESERVA DO IGUAÇU;21;24;88;24;21;5613;30;114;8069;
PI;220327;CURRAL NOVO DO PIAUÍ;21;24;88;24;22;5648;21;109;5367;
MG;317170;VIRGÍNIA;21;24;88;24;25;9559;23;96;8663;
SC;421310;PIRATUBA;21;24;88;24;26;6477;15;92;3745;
BA;290740;CATOLÂNDIA;21;24;88;24;7;3770;7;343;3599;
SC;420110;ANITÁPOLIS;21;24;88;24;9;3993;7;267;3228;
PI;220740;PALMEIRA DO PIAUÍ;21;25;84;25;16;4837;17;156;5036;
MG;311240;CAPETINGA;21;25;84;25;16;7329;15;156;6890;
MG;311650;CLARO DOS POÇÕES;21;25;84;25;18;7652;18;139;7514;
SP;355550;UBIRAJARA;21;25;84;25;26;6613;19;96;4804;
MG;316980;TURVOLÂNDIA;21;25;84;25;8;5179;8;313;5070;
BA;291077;FEIRA DA MATA;21;25;84;25;8;6247;7;313;5661;
BA;293140;TEODORO SAMPAIO;21;25;84;25;9;8431;8;278;7359;
PI;220255;CARIDADE DO PIAUÍ;21;26;81;26;16;5300;15;163;5085;
BA;292273;NOVA FÁTIMA;21;26;81;26;17;8282;16;153;7821;
TO;171880;SAMPAIO;21;26;81;26;20;5500;17;130;4794;
RS;430064;AMETISTA DO SUL;21;26;81;26;24;8099;22;108;7403;
PR;412035;PRANCHITA;21;26;81;26;25;6572;19;104;5095;
MG;311600;CHALÉ;21;26;81;26;25;6908;21;104;5699;
MG;312590;FERROS;21;26;81;26;26;10032;25;100;9696;
BA;292593;QUIXABEIRA;21;26;81;26;27;9667;25;96;8956;
GO;521878;RIO QUENTE;21;27;78;27;15;4815;14;180;4612;
MG;310010;ABADIA DOS DOURADOS;21;27;78;27;15;6703;16;180;7006;
RS;431915;SÃO MIGUEL DAS MISSÕES;21;27;78;27;17;7308;18;159;7683;
RS;432254;VALE REAL;21;27;78;27;18;7094;15;150;5981;
GO;521550;OUVIDOR;21;27;78;27;26;8405;21;104;6782;
MG;316570;SENADOR FIRMINO;21;28;75;22;28;9399;23;79;7858;
SP;355140;SERRA AZUL;21;28;75;28;19;8537;33;147;14981;
MT;510360;DOM AQUINO;21;28;75;28;20;8066;20;140;8159;
MG;316890;TIROS;21;28;75;28;22;7418;19;127;6424;
SC;421860;TROMBUDO CENTRAL;21;28;75;28;24;8073;22;117;7434;
PI;220552;JÚLIO BORGES;21;28;75;28;26;6202;24;108;5640;
PI;220205;CABECEIRAS DO PIAUÍ;21;29;72;29;29;9838;31;100;10630;
SC;421040;MARACAJÁ;21;29;72;29;31;8169;28;94;7378;
PR;410773;FERNANDES PINHEIRO;21;29;72;29;32;7154;25;91;5602;
MG;312220;DIVINOLÂNDIA DE MINAS;21;30;70;30;22;8188;20;136;7614;
PI;220665;MORRO CABEÇA NO TEMPO;21;31;68;31;13;4962;12;238;4530;
MG;310820;BONFINÓPOLIS DE MINAS;21;31;68;31;18;5577;18;172;5444;
BA;293325;VEREDA;21;31;68;31;18;7012;16;172;6153;
MG;310370;ARAPONGA;21;31;68;31;24;8785;23;129;8453;
MA;210725;NOVA COLINAS;21;31;68;31;26;5830;24;119;5427;
PR;411530;MARIÓPOLIS;21;32;66;32;21;7125;20;152;6632;
SC;421640;SÃO JOÃO DO SUL;21;32;66;32;30;9034;24;107;7315;
PR;410070;ALTO PIQUIRI;21;33;64;25;33;9681;33;76;9778;
PR;412860;VERÊ;21;33;64;33;36;9213;28;92;7174;
MS;500580;NIOAQUE;21;34;62;34;37;9950;52;92;13862;
MG;315600;RIO VERMELHO;21;35;60;35;27;13354;26;130;12739;
RS;430580;CONSTANTINA;21;36;58;29;36;11127;32;81;9907;
PI;220810;PIMENTEIRAS;21;38;55;38;33;10889;37;115;12139;
MA;210620;LUÍS DOMINGUES;21;38;55;38;40;7975;35;95;6984;
AL;270180;CARNEIROS;21;38;55;38;42;8478;45;90;9159;
PR;411890;PÉROLA;21;41;51;30;41;12197;38;73;11321;
MG;310230;ALVINÓPOLIS;21;41;51;41;33;13391;37;124;15169;
RO;110130;MIRANTE DA SERRA;21;45;47;45;39;9740;43;115;10818;
RS;430130;ARROIO GRANDE;21;45;47;45;40;13888;53;113;18238;
PI;220680;NOSSA SENHORA DOS REMÉDIOS;21;46;46;38;46;10252;39;83;8723;
RN;240895;RIO DO FOGO;21;46;46;46;45;11413;43;102;10905;
MA;210590;LAGO VERDE;21;47;45;47;55;12010;75;85;16314;
BA;291380;IPECAETÁ;21;48;44;48;30;13190;33;160;14354;
PA;150450;MELGAÇO;21;48;44;48;35;6142;159;137;27890;
SP;353150;MONTE AZUL PAULISTA;21;52;40;25;52;16821;59;48;18968;
BA;291830;JITAÚNA;21;55;38;55;46;12755;39;120;10808;
PR;410520;CERRO AZUL;21;57;37;44;57;15471;66;77;17833;
AC;120017;CAPIXABA;21;65;32;65;57;10833;63;114;12008;
PA;150580;PORTEL;21;68;31;68;39;5363;460;174;62945;
RS;430280;CAÇAPAVA DO SUL;21;70;30;70;59;20086;99;119;33548;
MA;210280;CAROLINA;21;94;22;94;73;16892;105;129;24165;
PA;150840;XINGUARA;211;338;62;338;314;50192;282;108;45086;
PE;261160;RECIFE;2114;3135;67;3135;3096;761533;6723;101;1653461;
MA;210170;BARREIRINHAS;212;339;63;339;361;63308;360;94;63217;
MG;312510;EXTREMA;212;351;60;275;351;63525;204;78;36951;
MG;316990;UBÁ;214;278;77;278;275;81707;393;101;116797;
MG;317020;UBERLÂNDIA;2143;2642;81;2642;2794;648235;3013;95;699097;
PE;260110;ARARIPINA;216;258;84;258;252;45177;474;102;84864;
GO;520510;CATALÃO;219;273;80;273;242;60458;445;113;110983;
PR;412710;TELÊMACO BORBA;219;345;63;285;345;84612;325;83;79792;
SP;355040;SÃO PEDRO;22;105;21;105;86;25341;122;122;35980;
PA;150830;VISEU;22;214;10;152;214;39110;338;71;61751;
RS;430330;CAIBATÉ;22;22;100;22;14;5458;12;157;4823;
PR;411310;KALORÉ;22;22;100;22;16;5382;12;138;4047;
SP;350080;ALFREDO MARCONDES;22;22;100;22;17;6021;12;129;4184;
PR;410870;GRANDES RIOS;22;22;100;22;24;6004;22;92;5497;
SC;421540;SALTO VELOSO;22;23;96;23;11;4944;11;209;4756;
RS;431920;SÃO NICOLAU;22;23;96;23;14;5214;14;164;5208;
ES;320515;VILA PAVÃO;22;23;96;23;15;6398;22;153;9244;
PR;411360;LOBATO;22;23;96;23;16;5474;14;144;4819;
SP;351685;GAVIÃO PEIXOTO;22;23;96;23;19;5622;16;121;4815;
PR;411325;LARANJAL;22;23;96;23;21;6454;19;110;5784;
GO;521490;NOVA ROMA;22;23;96;23;8;3658;7;288;3236;
PR;410753;ENTRE RIOS DO OESTE;22;24;92;24;14;5197;12;171;4596;
PR;410020;ADRIANÓPOLIS;22;24;92;24;14;6922;12;171;5857;
PB;250535;DAMIÃO;22;24;92;24;15;5775;14;160;5370;
RS;430003;ACEGUÁ;22;24;92;24;16;6155;13;150;4942;
PI;220100;ARRAIAL;22;24;92;24;19;5260;17;126;4720;
PI;220025;ALAGOINHA DO PIAUÍ;22;24;92;24;19;7354;20;126;7665;
PB;251275;RIACHÃO DO BACAMARTE;22;24;92;24;20;5129;18;120;4541;
SC;420060;ÁGUAS MORNAS;22;24;92;24;21;7824;18;114;6559;
GO;521056;ITAGUARI;22;24;92;24;23;6770;16;104;4685;
SP;353200;MORUNGABA;22;24;92;24;23;7033;45;104;13781;
PB;250470;CONGO;22;24;92;24;28;6291;21;86;4787;
SC;421940;WITMARSUM;22;25;88;25;12;4745;10;208;3998;
TO;170030;AGUIARNÓPOLIS;22;25;88;25;14;5775;17;179;6892;
AL;270900;TANQUE D'ARCA;22;25;88;25;18;6948;16;139;6138;
PB;250360;CAIÇARA;22;25;88;25;18;7375;18;139;7191;
PB;251020;NOVA OLINDA;22;25;88;25;20;7076;17;125;5920;
MG;312070;CRUZEIRO DA FORTALEZA;22;25;88;25;23;5290;16;109;3639;
MG;312965;IBIRACATU;22;25;88;25;23;6392;19;109;5369;
RS;431450;PINHEIRO MACHADO;22;25;88;25;24;11057;27;104;12195;
TO;170230;ARAPOEMA;22;25;88;25;24;6527;24;104;6616;
MG;313480;JACUÍ;22;25;88;25;25;7489;26;100;7691;
GO;521080;ITAJÁ;22;26;85;26;12;5242;10;217;4475;
MG;315540;RIO NOVO;22;26;85;26;16;8023;18;163;8957;
GO;520830;DIVINÓPOLIS DE GOIÁS;22;26;85;26;18;5305;16;144;4778;
SP;354120;PRESIDENTE BERNARDES;22;26;85;26;27;13262;27;96;13023;
BA;292220;MUNIZ FERREIRA;22;26;85;26;27;8260;24;96;7443;
RS;431085;JABOTICABA;22;26;85;26;4;4556;3;650;3773;
MG;312650;FRANCISCO BADARÓ;22;27;81;27;13;8300;16;208;10321;
SP;350945;CAMPINA DO MONTE ALEGRE;22;27;81;27;16;7628;13;169;6057;
PB;250450;CONDADO;22;27;81;27;27;7809;23;100;6658;
SC;421605;SÃO CRISTOVÃO DO SUL;22;28;79;28;18;5356;19;156;5598;
PB;251276;RIACHÃO DO POÇO;22;28;79;28;21;5550;17;133;4540;
GO;520320;BARRO ALTO;22;28;79;28;26;7402;40;108;11408;
BA;291940;LICÍNIO DE ALMEIDA;22;28;79;28;33;12902;32;85;12373;
MG;310990;CAETANÓPOLIS;22;29;76;23;29;10907;31;79;11749;
PI;220720;PADRE MARCOS;22;29;76;23;29;7566;26;79;6873;
RO;110175;VALE DO ANARI;22;29;76;29;13;6725;22;223;11377;
PI;221093;SUSSUAPARA;22;29;76;29;23;8015;19;126;6767;
RS;431225;MINAS DO LEÃO;22;29;76;29;27;8270;26;107;8103;
BA;290150;ANGUERA;22;29;76;29;5;9692;6;580;11297;
RS;431043;IPÊ;22;30;73;30;14;6965;13;214;6689;
TO;171510;NOVO ACORDO;22;30;73;30;18;5015;16;167;4397;
MG;314875;PEDRA BONITA;22;30;73;30;28;7332;27;107;7128;
RS;430590;CORONEL BICACO;22;31;71;31;24;8064;22;129;7268;
SP;353280;NOVA ALIANÇA;22;32;69;25;32;8682;26;78;7068;
BA;290640;CANDEAL;22;32;69;32;20;8888;18;160;8181;
MA;211157;SÃO PEDRO DOS CRENTES;22;32;69;32;24;5312;21;133;4684;
MG;312860;GUARDA-MOR;22;32;69;32;24;7873;20;133;6569;
PI;220340;DOM EXPEDITO LOPES;22;32;69;32;27;8012;23;119;6922;
GO;522205;VICENTINÓPOLIS;22;32;69;32;28;9022;28;114;8873;
CE;230460;GENERAL SAMPAIO;22;32;69;32;30;7670;30;107;7694;
SE;280370;MACAMBIRA;22;34;65;34;22;7512;20;155;6961;
SP;355560;UCHOA;22;34;65;34;29;12277;24;117;10151;
MA;210465;GOVERNADOR NEWTON BELLO;22;34;65;34;34;8833;39;100;10151;
RN;241290;SÃO TOMÉ;22;36;61;36;28;11085;28;129;11053;
ES;320013;ÁGUIA BRANCA;22;38;58;38;37;10766;33;103;9631;
TO;170740;ESPERANTINA;22;39;56;39;30;7717;44;130;11139;
RN;241360;SEVERIANO MELO;22;41;54;22;41;7755;11;54;2088;
RN;240730;MARCELINO VIEIRA;22;41;54;41;21;8626;20;195;8336;
MG;316500;SÃO TIAGO;22;41;54;41;34;12133;31;121;10960;
MG;315800;SANTA MARIA DE ITABIRA;22;45;49;45;35;9975;38;129;10857;
BA;292540;POTIRAGUÁ;22;46;48;46;38;8998;29;121;6916;
PE;261650;XEXÉU;22;49;45;49;55;12974;63;89;14757;
SP;350660;BIRITIBA-MIRIM;22;51;43;24;51;14475;117;47;32936;
SP;353630;PATROCÍNIO PAULISTA;22;51;43;40;51;13413;56;78;14807;
PR;412250;RONCADOR;22;53;42;53;58;12924;43;91;9645;
MA;210600;LIMA CAMPOS;22;53;42;53;61;13288;55;87;11918;
PR;412402;SANTA TEREZA DO OESTE;22;55;40;28;55;10795;51;51;10096;
PA;150610;PRIMAVERA;22;59;37;45;59;12401;52;76;10857;
MS;500440;INOCÊNCIA;22;64;34;64;34;8284;31;188;7588;
PI;220750;PALMEIRAIS;22;70;31;70;52;13432;56;135;14587;
PA;150145;BELTERRA;22;78;28;78;85;18338;83;92;17839;
RO;110080;CANDEIAS DO JAMARI;22;81;27;63;81;20640;107;78;27388;
MG;316290;SÃO JOÃO NEPOMUCENO;22;87;25;87;71;22200;85;123;26447;
AL;270800;SANTANA DO IPANEMA;220;247;89;247;255;48103;253;97;47819;
SC;420430;CONCÓRDIA;220;255;86;255;289;66144;328;88;75167;
PA;150550;PARAGOMINAS;220;378;58;378;433;78726;630;87;114503;
PA;150613;REDENÇÃO;222;443;50;443;490;75630;554;90;85563;
PR;412820;UNIÃO DA VITÓRIA;223;263;85;263;243;55499;254;108;57913;
BA;291005;DIAS D'ÁVILA;223;281;79;281;234;61847;312;120;82432;
PE;260290;CABO DE SANTO AGOSTINHO;223;631;35;631;664;148835;932;95;208944;
BA;290460;BRUMADO;226;261;87;261;261;64225;274;100;67335;
SP;352260;ITAPIRA;227;268;85;268;208;68958;227;129;75234;
MG;314480;NOVA LIMA;227;416;55;325;416;89965;445;78;96157;
SC;420230;BIGUAÇU;228;314;73;314;300;70472;296;105;69486;
BA;291460;IRECÊ;228;427;53;344;427;81947;383;81;73524;
SE;280670;SÃO CRISTÓVÃO;229;341;67;341;341;77241;402;100;91093;
RS;431670;SANTA BÁRBARA DO SUL;23;23;100;23;10;4313;18;230;7909;
MG;310080;AGUANIL;23;23;100;23;8;4974;7;288;4522;
PB;250230;BOM SUCESSO;23;24;96;24;11;5056;11;218;4956;
PI;220080;ANTÔNIO ALMEIDA;23;24;96;24;12;3678;10;200;3170;
PB;251590;SERRARIA;23;24;96;24;14;6004;14;171;6068;
RN;241300;SÃO VICENTE;23;24;96;24;15;6139;16;160;6450;
PI;220590;MANOEL EMÍDIO;23;24;96;24;18;5871;16;133;5351;
PI;220553;JUREMA;23;24;96;24;18;5872;15;133;4777;
RO;110148;SÃO FELIPE D'OESTE;23;24;96;24;18;6474;14;133;5066;
RS;431050;IRAÍ;23;24;96;24;28;8048;25;86;7141;
RN;240150;BARCELONA;23;25;92;25;11;4456;10;227;3994;
MG;312900;GUIRICEMA;23;25;92;25;14;9058;13;179;8343;
CE;230510;GUARAMIRANGA;23;25;92;25;17;6787;13;147;5132;
RS;431115;JÓIA;23;25;92;25;17;8153;18;147;8566;
MG;312540;FELÍCIO DOS SANTOS;23;25;92;25;18;6439;13;139;4704;
PI;220910;SANTA CRUZ DO PIAUÍ;23;25;92;25;19;6450;18;132;6247;
MT;510343;CURVELÂNDIA;23;25;92;25;21;6454;17;119;5241;
MG;312440;ESPÍRITO SANTO DO DOURADO;23;25;92;25;23;6631;16;109;4710;
SP;352950;MENDONÇA;23;25;92;25;24;7073;19;104;5565;
PB;250740;JERICÓ;23;25;92;25;24;8675;21;104;7745;
MG;314670;PALMA;23;26;88;26;11;6455;11;236;6611;
TO;170386;CARIRI DO TOCANTINS;23;26;88;26;15;4637;14;173;4441;
MG;316300;SÃO JOSÉ DA SAFIRA;23;26;88;26;17;4640;16;153;4280;
PI;221005;SÃO JOSÉ DO DIVINO;23;26;88;26;17;6392;14;153;5354;
PR;411155;IVATÉ;23;26;88;26;18;7378;20;144;8240;
SC;421460;RIO DO OESTE;23;26;88;26;19;7655;19;137;7520;
SP;353510;PALMARES PAULISTA;23;26;88;26;24;9784;33;108;13486;
MG;311870;COQUEIRAL;23;26;88;26;26;9771;24;100;9128;
SC;420070;ALFREDO WAGNER;23;26;88;26;29;10683;27;90;10086;
GO;520017;ÁGUA FRIA DE GOIÁS;23;27;85;27;13;6246;12;208;5793;
SP;352160;IRAPURU;23;27;85;27;13;7576;14;208;8325;
PI;220410;FRANCISCO AYRES;23;27;85;27;15;4923;13;180;4323;
PI;220272;COCAL DOS ALVES;23;27;85;27;17;7041;15;159;6168;
MG;313110;INIMUTABA;23;27;85;27;18;8193;17;150;7560;
PR;410775;FIGUEIRA;23;27;85;27;25;8725;22;108;7696;
MS;500510;JATEÍ;23;28;82;28;11;4548;10;255;4021;
PB;251430;SÃO JOSÉ DE CAIANA;23;28;82;28;15;7208;13;187;6376;
GO;521680;PETROLINA DE GOIÁS;23;28;82;28;16;10172;16;175;10261;
MG;312130;DESCOBERTO;23;28;82;28;16;5996;13;175;5029;
RS;431160;LIBERATO SALZANO;23;28;82;28;19;5614;17;147;5152;
SP;355000;SÃO LUÍS DO PARAITINGA;23;28;82;28;31;11757;28;90;10690;
PI;220271;COCAL DE TELHA;23;29;79;29;12;5520;11;242;4899;
GO;521350;MONTE ALEGRE DE GOIÁS;23;29;79;29;12;5715;18;242;8684;
PB;251110;PEDRA LAVRADA;23;29;79;29;20;7351;22;145;7899;
MS;500625;NOVO HORIZONTE DO SUL;23;29;79;29;23;5555;15;126;3684;
PB;250215;BOA VISTA;23;29;79;29;24;7397;23;121;7136;
MA;210598;LAJEADO NOVO;23;29;79;29;26;7611;26;112;7602;
MG;316294;SÃO JOSÉ DA BARRA;23;29;79;29;28;8316;25;104;7480;
MG;311950;CORONEL MURTA;23;29;79;29;28;8972;29;104;9215;
RS;430530;CHAPADA;23;30;77;30;19;10390;17;158;9239;
PI;220940;SANTO ANTÔNIO DE LISBOA;23;30;77;30;20;6825;19;150;6441;
PR;412840;URAÍ;23;30;77;30;21;9920;24;143;11273;
MG;313650;JORDÂNIA;23;30;77;30;22;8436;28;136;10842;
PB;251445;SÃO JOSÉ DOS RAMOS;23;30;77;30;25;6815;22;120;5998;
SE;280160;CEDRO DE SÃO JOÃO;23;31;74;31;19;6232;18;163;5913;
SP;355390;TARABAI;23;31;74;31;29;8130;27;107;7540;
BA;290395;BOM JESUS DA SERRA;23;31;74;31;33;10025;32;94;9823;
RN;240260;CEARÁ-MIRIM;23;313;7;313;276;64021;319;113;73886;
PI;220277;COLÔNIA DO PIAUÍ;23;32;72;32;20;7186;21;160;7661;
MG;314675;PALMÓPOLIS;23;32;72;32;24;7101;18;133;5349;
TO;170307;BARRA DO OURO;23;32;72;32;25;5018;23;128;4632;
BA;292790;SANTA INÊS;23;32;72;32;28;11220;26;114;10606;
TO;171195;LAGOA DO TOCANTINS;23;33;70;33;12;4171;13;275;4393;
MG;313970;MARAVILHAS;23;33;70;33;21;8020;21;157;8046;
MG;315415;REDUTO;23;34;68;27;34;8059;30;79;7201;
MG;315130;PIRAÚBA;23;34;68;28;34;12137;30;82;10759;
RS;430880;GENERAL CÂMARA;23;34;68;34;20;8695;19;170;8361;
MA;211153;SÃO PEDRO DA ÁGUA BRANCA;23;34;68;34;26;8343;39;131;12735;
SP;350510;BARBOSA;23;35;66;35;23;7559;23;152;7468;
RJ;330460;SANTA MARIA MADALENA;23;35;66;35;28;10118;29;125;10392;
MG;311070;CAMBUQUIRA;23;36;64;24;36;11292;41;67;12812;
PB;251180;PIRPIRITUBA;23;36;64;36;27;9057;32;133;10584;
RJ;330615;VARRE-SAI;23;37;62;30;37;10735;38;81;11106;
BA;292665;RIBEIRÃO DO LARGO;23;37;62;31;37;9072;22;84;5343;
SE;280430;MURIBECA;23;38;61;38;30;7469;31;127;7639;
SP;350870;CACONDE;23;40;58;26;40;12299;62;65;19009;
BA;291000;DÁRIO MEIRA;23;40;58;40;33;8756;40;121;10525;
MA;210407;FEIRA NOVA DO MARANHÃO;23;41;56;41;22;8107;23;186;8484;
MA;210050;ALTO PARNAÍBA;23;41;56;41;47;10646;50;87;11212;
BA;293317;VARZEDO;23;42;55;42;39;10451;33;108;8785;
PR;411620;MORRETES;23;46;50;30;46;12768;59;65;16446;
SE;280680;SÃO DOMINGOS;23;47;49;47;37;10446;40;127;11207;
PB;250403;CAPIM;23;47;49;47;38;8009;31;124;6620;
AM;130220;JURUÁ;23;48;48;48;37;7924;71;130;15106;
MA;210110;AXIXÁ;23;48;48;48;47;12845;45;102;12183;
BA;292210;MUNDO NOVO;23;51;45;51;41;17301;64;124;26970;
MA;210520;IGARAPÉ GRANDE;23;52;44;52;36;11273;36;144;11387;
MA;210408;FERNANDO FALCÃO;23;56;41;56;62;9240;70;90;10460;
RJ;330540;SAPUCAIA;23;59;39;59;56;19944;51;105;18249;
AC;120025;EPITACIOLÂNDIA;23;61;38;61;62;13546;85;98;18696;
BA;290360;BIRITINGA;23;76;30;76;55;16259;54;138;15984;
PA;150795;TAILÂNDIA;230;387;59;387;205;47257;472;189;108969;
SC;420750;INDAIAL;232;276;84;276;251;65353;272;110;70900;
SC;420590;GASPAR;232;277;84;277;284;76843;262;98;70793;
SP;351880;GUARULHOS;2331;3334;70;2743;3334;714725;6493;82;1392121;
TO;170950;GURUPI;234;322;73;322;324;69437;409;99;87545;
MG;313380;ITAÚNA;235;308;76;308;303;87212;326;102;93847;
RS;432240;URUGUAIANA;235;476;49;476;393;95292;523;121;126866;
PE;260990;OURICURI;236;315;75;315;300;63691;330;105;69969;
MA;210480;GRAJAÚ;236;449;53;333;449;64306;489;74;70065;
RS;430700;ERECHIM;237;266;89;266;261;73184;381;102;106633;
MA;210990;SANTA INÊS;237;437;54;366;437;80541;486;84;89489;
PE;260280;BUÍQUE;238;275;87;275;218;50789;253;126;58919;
CE;231410;VIÇOSA DO CEARÁ;238;291;82;291;248;56669;269;117;61410;
SC;420140;ARARANGUÁ;239;267;90;267;247;63597;267;108;68867;
PB;250370;CAJAZEIRAS;239;286;84;286;276;66834;257;104;62289;
BA;290390;BOM JESUS DA LAPA;239;324;74;324;332;69787;331;98;69662;
SP;350650;BIRIGUI;239;349;68;274;349;110195;396;79;124883;
AM;130290;MAUÉS;239;373;64;373;335;46907;465;111;65040;
MA;210950;RIACHÃO;24;106;23;81;106;19938;108;76;20334;
MA;211240;TURIAÇU;24;179;13;147;179;28734;223;82;35709;
SP;352560;JOÃO RAMALHO;24;24;100;24;13;5035;12;185;4551;
RS;430990;IBIRAIARAS;24;24;100;24;17;7466;17;141;7265;
RN;241320;SENADOR GEORGINO AVELINO;24;24;100;24;18;4854;17;133;4484;
MG;315830;SANTANA DA VARGEM;24;24;100;24;23;8197;20;104;7073;
GO;522150;TURVÂNIA;24;25;96;25;15;5635;12;167;4564;
RS;431403;PARECI NOVO;24;25;96;25;17;5050;13;147;3862;
PR;412540;SÃO JOSÉ DA BOA VISTA;24;25;96;25;21;6664;19;119;6160;
RS;430220;BOA VISTA DO BURICÁ;24;25;96;25;25;8046;21;100;6712;
PR;411722;NOVA SANTA ROSA;24;25;96;25;26;6577;33;96;8266;
MG;317107;VEREDINHA;24;26;92;26;12;5728;12;217;5727;
MG;312083;CUPARAQUE;24;26;92;26;14;5646;12;186;5005;
SP;354350;RIVERSUL;24;26;92;26;20;6001;18;130;5443;
PR;412880;XAMBRÊ;24;26;92;26;22;6864;18;118;5630;
PI;220005;ACAUÃ;24;26;92;26;25;6874;26;104;7102;
PR;412535;SÃO JORGE DO PATROCÍNIO;24;26;92;26;30;7353;23;87;5586;
MG;310445;ARICANDUVA;24;27;89;27;11;5190;11;245;5269;
PI;221020;SÃO JOSÉ DO PIAUÍ;24;27;89;27;17;7105;16;159;6700;
SP;353410;ORIENTE;24;27;89;27;19;7453;17;142;6542;
