uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,OUTRAS,IGNORADO,"80 - 89",F,2
PA,OUTRAS,IGNORADO,"80 - 89",M,4
PA,OUTRAS,OUTRO,"80 - 89",F,6
PA,OUTRAS,OUTRO,"80 - 89",M,9
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,16
PA,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
PA,COVID,DOMICILIO,"80 - 89",F,8
PA,COVID,DOMICILIO,"80 - 89",M,11
PA,COVID,HOSPITAL,"80 - 89",F,216
PA,COVID,HOSPITAL,"80 - 89",M,285
PA,COVID,IGNORADO,"80 - 89",M,1
PA,COVID,OUTRO,"80 - 89",F,1
PA,COVID,OUTRO,"80 - 89",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,15
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,22
PA,INDETERMINADA,DOMICILIO,"80 - 89",F,4
PA,INDETERMINADA,DOMICILIO,"80 - 89",M,5
PA,INDETERMINADA,OUTRO,"80 - 89",M,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,15
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,17
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,21
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,40
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
PA,PNEUMONIA,DOMICILIO,"80 - 89",F,7
PA,PNEUMONIA,DOMICILIO,"80 - 89",M,12
PA,PNEUMONIA,HOSPITAL,"80 - 89",F,88
PA,PNEUMONIA,HOSPITAL,"80 - 89",M,89
PA,PNEUMONIA,OUTRO,"80 - 89",F,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
PA,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
PA,SEPTICEMIA,DOMICILIO,"80 - 89",F,5
PA,SEPTICEMIA,DOMICILIO,"80 - 89",M,5
PA,SEPTICEMIA,HOSPITAL,"80 - 89",F,48
PA,SEPTICEMIA,HOSPITAL,"80 - 89",M,33
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,SRAG,DOMICILIO,"80 - 89",F,1
PA,SRAG,HOSPITAL,"80 - 89",F,7
PA,SRAG,HOSPITAL,"80 - 89",M,8
PA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PB,OUTRAS,DOMICILIO,"80 - 89",F,345
PB,OUTRAS,DOMICILIO,"80 - 89",M,289
PB,OUTRAS,HOSPITAL,"80 - 89",F,195
PB,OUTRAS,HOSPITAL,"80 - 89",M,151
PB,OUTRAS,IGNORADO,"80 - 89",F,1
PB,OUTRAS,IGNORADO,"80 - 89",M,1
PB,OUTRAS,OUTRO,"80 - 89",F,7
PB,OUTRAS,OUTRO,"80 - 89",M,4
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,26
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,17
PB,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
PB,COVID,DOMICILIO,"80 - 89",F,10
PB,COVID,DOMICILIO,"80 - 89",M,8
PB,COVID,HOSPITAL,"80 - 89",F,239
PB,COVID,HOSPITAL,"80 - 89",M,217
PB,COVID,OUTRO,"80 - 89",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,17
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
PB,INDETERMINADA,DOMICILIO,"80 - 89",F,4
PB,INDETERMINADA,DOMICILIO,"80 - 89",M,6
PB,INDETERMINADA,HOSPITAL,"80 - 89",F,1
PB,INDETERMINADA,VIA_PUBLICA,"80 - 89",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,36
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,24
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,52
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,51
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
PB,PNEUMONIA,DOMICILIO,"80 - 89",F,18
PB,PNEUMONIA,DOMICILIO,"80 - 89",M,22
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,147
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,123
PB,PNEUMONIA,OUTRO,"80 - 89",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
PB,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
PB,SEPTICEMIA,DOMICILIO,"80 - 89",F,17
PB,SEPTICEMIA,DOMICILIO,"80 - 89",M,14
PB,SEPTICEMIA,HOSPITAL,"80 - 89",F,138
PB,SEPTICEMIA,HOSPITAL,"80 - 89",M,99
PB,SEPTICEMIA,IGNORADO,"80 - 89",F,1
PB,SEPTICEMIA,OUTRO,"80 - 89",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,11
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
PB,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,2
PB,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,1
PB,SRAG,DOMICILIO,"80 - 89",F,1
PB,SRAG,HOSPITAL,"80 - 89",F,6
PB,SRAG,HOSPITAL,"80 - 89",M,9
PB,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PE,OUTRAS,DOMICILIO,"80 - 89",F,667
PE,OUTRAS,DOMICILIO,"80 - 89",M,509
PE,OUTRAS,HOSPITAL,"80 - 89",F,570
PE,OUTRAS,HOSPITAL,"80 - 89",M,436
PE,OUTRAS,IGNORADO,"80 - 89",F,8
PE,OUTRAS,IGNORADO,"80 - 89",M,6
PE,OUTRAS,OUTRO,"80 - 89",F,16
PE,OUTRAS,OUTRO,"80 - 89",M,9
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,56
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,35
PE,OUTRAS,VIA_PUBLICA,"80 - 89",F,4
PE,OUTRAS,VIA_PUBLICA,"80 - 89",M,9
PE,COVID,DOMICILIO,"80 - 89",F,10
PE,COVID,DOMICILIO,"80 - 89",M,10
PE,COVID,HOSPITAL,"80 - 89",F,562
PE,COVID,HOSPITAL,"80 - 89",M,513
PE,COVID,IGNORADO,"80 - 89",F,2
PE,COVID,IGNORADO,"80 - 89",M,2
PE,COVID,OUTRO,"80 - 89",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,11
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
PE,COVID,VIA_PUBLICA,"80 - 89",F,1
PE,INDETERMINADA,DOMICILIO,"80 - 89",F,12
PE,INDETERMINADA,DOMICILIO,"80 - 89",M,11
PE,INDETERMINADA,HOSPITAL,"80 - 89",F,4
PE,INDETERMINADA,HOSPITAL,"80 - 89",M,4
PE,INDETERMINADA,IGNORADO,"80 - 89",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,48
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,35
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,91
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,68
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PE,PNEUMONIA,DOMICILIO,"80 - 89",F,34
PE,PNEUMONIA,DOMICILIO,"80 - 89",M,22
PE,PNEUMONIA,HOSPITAL,"80 - 89",F,191
PE,PNEUMONIA,HOSPITAL,"80 - 89",M,167
PE,PNEUMONIA,OUTRO,"80 - 89",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PE,SEPTICEMIA,DOMICILIO,"80 - 89",F,32
PE,SEPTICEMIA,DOMICILIO,"80 - 89",M,29
PE,SEPTICEMIA,HOSPITAL,"80 - 89",F,470
PE,SEPTICEMIA,HOSPITAL,"80 - 89",M,280
PE,SEPTICEMIA,IGNORADO,"80 - 89",F,2
PE,SEPTICEMIA,IGNORADO,"80 - 89",M,1
PE,SEPTICEMIA,OUTRO,"80 - 89",M,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,15
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
PE,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
PE,SRAG,DOMICILIO,"80 - 89",F,2
PE,SRAG,DOMICILIO,"80 - 89",M,6
PE,SRAG,HOSPITAL,"80 - 89",F,125
PE,SRAG,HOSPITAL,"80 - 89",M,116
PE,SRAG,IGNORADO,"80 - 89",F,1
PE,SRAG,OUTRO,"80 - 89",F,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
PI,OUTRAS,DOMICILIO,"80 - 89",F,142
PI,OUTRAS,DOMICILIO,"80 - 89",M,182
PI,OUTRAS,HOSPITAL,"80 - 89",F,66
PI,OUTRAS,HOSPITAL,"80 - 89",M,72
PI,OUTRAS,OUTRO,"80 - 89",F,1
PI,OUTRAS,OUTRO,"80 - 89",M,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PI,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
PI,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
PI,COVID,DOMICILIO,"80 - 89",F,5
PI,COVID,DOMICILIO,"80 - 89",M,2
PI,COVID,HOSPITAL,"80 - 89",F,136
PI,COVID,HOSPITAL,"80 - 89",M,149
PI,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PI,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PI,COVID,VIA_PUBLICA,"80 - 89",M,1
PI,INDETERMINADA,DOMICILIO,"80 - 89",F,2
PI,INDETERMINADA,DOMICILIO,"80 - 89",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,34
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,22
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,21
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,20
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
PI,PNEUMONIA,DOMICILIO,"80 - 89",F,6
PI,PNEUMONIA,DOMICILIO,"80 - 89",M,10
PI,PNEUMONIA,HOSPITAL,"80 - 89",F,42
PI,PNEUMONIA,HOSPITAL,"80 - 89",M,54
PI,PNEUMONIA,OUTRO,"80 - 89",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PI,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
PI,SEPTICEMIA,DOMICILIO,"80 - 89",F,4
PI,SEPTICEMIA,DOMICILIO,"80 - 89",M,7
PI,SEPTICEMIA,HOSPITAL,"80 - 89",F,25
PI,SEPTICEMIA,HOSPITAL,"80 - 89",M,30
PI,SRAG,DOMICILIO,"80 - 89",F,1
PI,SRAG,HOSPITAL,"80 - 89",F,2
PI,SRAG,HOSPITAL,"80 - 89",M,3
PR,OUTRAS,DOMICILIO,"80 - 89",F,634
PR,OUTRAS,DOMICILIO,"80 - 89",M,634
PR,OUTRAS,HOSPITAL,"80 - 89",F,740
PR,OUTRAS,HOSPITAL,"80 - 89",I,1
PR,OUTRAS,HOSPITAL,"80 - 89",M,643
PR,OUTRAS,IGNORADO,"80 - 89",M,1
PR,OUTRAS,OUTRO,"80 - 89",F,51
PR,OUTRAS,OUTRO,"80 - 89",M,48
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,44
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,48
PR,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
PR,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
PR,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
PR,OUTRAS,VIA_PUBLICA,"80 - 89",M,12
PR,COVID,DOMICILIO,"80 - 89",F,32
PR,COVID,DOMICILIO,"80 - 89",M,51
PR,COVID,HOSPITAL,"80 - 89",F,1001
PR,COVID,HOSPITAL,"80 - 89",M,1123
PR,COVID,OUTRO,"80 - 89",F,6
PR,COVID,OUTRO,"80 - 89",M,13
PR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,58
PR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,50
PR,COVID,VIA_PUBLICA,"80 - 89",M,2
PR,INDETERMINADA,DOMICILIO,"80 - 89",F,19
PR,INDETERMINADA,DOMICILIO,"80 - 89",M,13
PR,INDETERMINADA,HOSPITAL,"80 - 89",F,1
PR,INDETERMINADA,OUTRO,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,51
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,39
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,130
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,102
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,17
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,12
PR,PNEUMONIA,DOMICILIO,"80 - 89",F,20
PR,PNEUMONIA,DOMICILIO,"80 - 89",M,32
PR,PNEUMONIA,HOSPITAL,"80 - 89",F,332
PR,PNEUMONIA,HOSPITAL,"80 - 89",M,381
PR,PNEUMONIA,OUTRO,"80 - 89",F,7
PR,PNEUMONIA,OUTRO,"80 - 89",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
PR,SEPTICEMIA,DOMICILIO,"80 - 89",F,12
PR,SEPTICEMIA,DOMICILIO,"80 - 89",M,15
PR,SEPTICEMIA,HOSPITAL,"80 - 89",F,370
PR,SEPTICEMIA,HOSPITAL,"80 - 89",M,244
PR,SEPTICEMIA,OUTRO,"80 - 89",F,8
PR,SEPTICEMIA,OUTRO,"80 - 89",M,3
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,15
PR,SRAG,DOMICILIO,"80 - 89",F,2
PR,SRAG,HOSPITAL,"80 - 89",F,21
PR,SRAG,HOSPITAL,"80 - 89",M,19
PR,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RJ,OUTRAS,DOMICILIO,"80 - 89",F,1020
RJ,OUTRAS,DOMICILIO,"80 - 89",M,726
RJ,OUTRAS,HOSPITAL,"80 - 89",F,1519
RJ,OUTRAS,HOSPITAL,"80 - 89",M,1100
RJ,OUTRAS,IGNORADO,"80 - 89",F,7
RJ,OUTRAS,IGNORADO,"80 - 89",M,7
RJ,OUTRAS,OUTRO,"80 - 89",F,35
RJ,OUTRAS,OUTRO,"80 - 89",M,32
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,471
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,294
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",M,5
RJ,COVID,DOMICILIO,"80 - 89",F,19
RJ,COVID,DOMICILIO,"80 - 89",M,20
RJ,COVID,HOSPITAL,"80 - 89",F,1601
RJ,COVID,HOSPITAL,"80 - 89",M,1442
RJ,COVID,IGNORADO,"80 - 89",F,2
RJ,COVID,IGNORADO,"80 - 89",M,2
RJ,COVID,OUTRO,"80 - 89",F,1
RJ,COVID,OUTRO,"80 - 89",M,5
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,102
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,86
RJ,INDETERMINADA,DOMICILIO,"80 - 89",F,45
RJ,INDETERMINADA,DOMICILIO,"80 - 89",M,39
RJ,INDETERMINADA,HOSPITAL,"80 - 89",F,29
RJ,INDETERMINADA,HOSPITAL,"80 - 89",M,21
RJ,INDETERMINADA,OUTRO,"80 - 89",F,1
RJ,INDETERMINADA,OUTRO,"80 - 89",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,21
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,18
RJ,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,47
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,33
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,248
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,191
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,69
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,37
RJ,PNEUMONIA,DOMICILIO,"80 - 89",F,34
RJ,PNEUMONIA,DOMICILIO,"80 - 89",M,37
RJ,PNEUMONIA,HOSPITAL,"80 - 89",F,931
RJ,PNEUMONIA,HOSPITAL,"80 - 89",M,738
RJ,PNEUMONIA,IGNORADO,"80 - 89",F,2
RJ,PNEUMONIA,IGNORADO,"80 - 89",M,1
RJ,PNEUMONIA,OUTRO,"80 - 89",F,2
RJ,PNEUMONIA,OUTRO,"80 - 89",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,144
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,102
RJ,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",F,23
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",M,13
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",F,886
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",M,588
RJ,SEPTICEMIA,IGNORADO,"80 - 89",F,1
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,1
RJ,SEPTICEMIA,OUTRO,"80 - 89",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,155
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,92
RJ,SRAG,HOSPITAL,"80 - 89",F,38
RJ,SRAG,HOSPITAL,"80 - 89",M,35
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RN,OUTRAS,DOMICILIO,"80 - 89",F,140
RN,OUTRAS,DOMICILIO,"80 - 89",M,131
RN,OUTRAS,HOSPITAL,"80 - 89",F,152
RN,OUTRAS,HOSPITAL,"80 - 89",M,105
RN,OUTRAS,IGNORADO,"80 - 89",M,2
RN,OUTRAS,OUTRO,"80 - 89",F,1
RN,OUTRAS,OUTRO,"80 - 89",M,5
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
RN,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
RN,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
RN,COVID,DOMICILIO,"80 - 89",F,6
RN,COVID,DOMICILIO,"80 - 89",M,6
RN,COVID,HOSPITAL,"80 - 89",F,197
RN,COVID,HOSPITAL,"80 - 89",M,185
RN,COVID,IGNORADO,"80 - 89",M,1
RN,COVID,OUTRO,"80 - 89",F,1
RN,COVID,OUTRO,"80 - 89",M,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
RN,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RN,COVID,VIA_PUBLICA,"80 - 89",F,1
RN,INDETERMINADA,DOMICILIO,"80 - 89",F,4
RN,INDETERMINADA,DOMICILIO,"80 - 89",M,1
RN,INDETERMINADA,HOSPITAL,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,22
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,6
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,19
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,28
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RN,PNEUMONIA,DOMICILIO,"80 - 89",F,20
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,20
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,89
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,114
RN,PNEUMONIA,IGNORADO,"80 - 89",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,14
RN,SEPTICEMIA,DOMICILIO,"80 - 89",M,16
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,91
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,60
RN,SEPTICEMIA,OUTRO,"80 - 89",F,2
RN,SEPTICEMIA,OUTRO,"80 - 89",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RN,SRAG,DOMICILIO,"80 - 89",F,1
RN,SRAG,DOMICILIO,"80 - 89",M,1
RN,SRAG,HOSPITAL,"80 - 89",F,4
RN,SRAG,HOSPITAL,"80 - 89",M,5
RN,SRAG,VIA_PUBLICA,"80 - 89",F,1
RO,OUTRAS,DOMICILIO,"80 - 89",F,64
RO,OUTRAS,DOMICILIO,"80 - 89",M,91
RO,OUTRAS,HOSPITAL,"80 - 89",F,69
RO,OUTRAS,HOSPITAL,"80 - 89",M,81
RO,OUTRAS,OUTRO,"80 - 89",F,4
RO,OUTRAS,OUTRO,"80 - 89",M,5
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
RO,COVID,DOMICILIO,"80 - 89",F,8
RO,COVID,DOMICILIO,"80 - 89",M,6
RO,COVID,HOSPITAL,"80 - 89",F,160
RO,COVID,HOSPITAL,"80 - 89",M,199
RO,COVID,IGNORADO,"80 - 89",F,1
RO,COVID,OUTRO,"80 - 89",F,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,COVID,VIA_PUBLICA,"80 - 89",F,1
RO,INDETERMINADA,DOMICILIO,"80 - 89",F,1
RO,INDETERMINADA,DOMICILIO,"80 - 89",M,3
RO,INDETERMINADA,HOSPITAL,"80 - 89",F,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,4
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,21
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,18
RO,PNEUMONIA,DOMICILIO,"80 - 89",F,4
RO,PNEUMONIA,DOMICILIO,"80 - 89",M,3
RO,PNEUMONIA,HOSPITAL,"80 - 89",F,23
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,34
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RO,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
RO,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,26
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,23
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,SRAG,HOSPITAL,"80 - 89",F,3
RO,SRAG,HOSPITAL,"80 - 89",M,1
RR,OUTRAS,DOMICILIO,"80 - 89",F,6
RR,OUTRAS,DOMICILIO,"80 - 89",M,7
RR,OUTRAS,HOSPITAL,"80 - 89",F,12
RR,OUTRAS,HOSPITAL,"80 - 89",M,20
RR,OUTRAS,OUTRO,"80 - 89",M,1
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RR,COVID,HOSPITAL,"80 - 89",F,21
RR,COVID,HOSPITAL,"80 - 89",M,38
RR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,3
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,3
